,date,category,connections
2773,2025-05-05,stop changing,"['flatten', 'level', 'plateau', 'settle']"
2774,2025-05-05,associated with count dracula,"['bat', 'cape', 'castle', 'fang']"
2775,2025-05-05,glide,"['coast', 'cruise', 'drift', 'float']"
2776,2025-05-06,starting with synonyms for “tease”,"['kidney', 'mockingbird', 'razzmatazz', 'ribbon']"
2777,2025-05-06,comparatively small,"['baby', 'compact', 'minute', 'toy']"
2778,2025-05-06,tennis competition units,"['game', 'match', 'set', 'tournament']"
2779,2025-05-06,silence,"['calm', 'hush', 'peace', 'still']"
2780,2025-05-07,homophones of gemstones,"['choral', 'opel', 'purl', 'quarts']"
2781,2025-05-07,tarot minor arcana suits,"['cups', 'pentacles', 'swords', 'wands']"
2782,2025-05-07,not including,"['besides', 'but', 'except', 'save']"
2783,2025-05-07,"get better, as a broken bone","['heal', 'knit', 'mend', 'recover']"
2784,2025-05-08,___stick,"['candle', 'chop', 'joy', 'yard']"
2785,2025-05-08,heroes of action movie franchises,"['bond', 'jones', 'ocean', 'wick']"
2786,2025-05-08,needs for playing yahtzee,"['cup', 'dice', 'pencil', 'scorecard']"
2787,2025-05-08,commit to paper,"['author', 'compose', 'pen', 'write']"
2788,2025-05-09,window treatments in the singular,"['blind', 'drape', 'shade', 'shutter']"
2789,2025-05-09,results of some arithmetic,"['difference', 'product', 'quotient', 'sum']"
2790,2025-05-09,"fuzzy, as a memory","['dim', 'faint', 'remote', 'vague']"
2791,2025-05-09,tv display settings,"['brightness', 'color', 'contrast', 'tint']"
2792,2025-05-10,___ strip,"['bacon', 'comic', 'landing', 'sunset']"
2793,2025-05-10,vigor,"['beans', 'energy', 'pep', 'zip']"
2794,2025-05-10,without,"['absent', 'minus', 'sans', 'wanting']"
2795,2025-05-10,letter sign-offs,"['best', 'cheers', 'love', 'sincerely']"
2796,2025-05-11,mother ___,"['earth', 'goose', 'may i', 'superior']"
2797,2025-05-11,common video game features,"['boss', 'level', 'health', 'power-up']"
2798,2025-05-11,evade,"['dodge', 'duck', 'shake', 'skirt']"
2799,2025-05-11,make happy,"['delight', 'please', 'suit', 'tickle']"
2800,2025-05-12,things you can do with your lips,"['curl', 'pucker', 'purse', 'smack']"
2801,2025-05-12,things tracked by web analytics,"['click', 'hit', 'page view', 'visit']"
2802,2025-05-12,rebound,"['bank', 'bounce', 'carom', 'ricochet']"
2803,2025-05-12,places to find paper money,"['atm', 'cash register', 'tip jar', 'wallet']"
2804,2025-05-13,___ cleaner,"['bathroom', 'dry', 'pipe', 'vacuum']"
2805,2025-05-13,ending with colors,"['evergreen', 'infrared', 'marigold', 'quicksilver']"
2806,2025-05-13,kinds of pizza,"['hawaiian', 'plain', 'supreme', 'veggie']"
2807,2025-05-13,places to shop,"['bazaar', 'fair', 'market', 'outlet']"
2808,2025-05-14,starting with silent letters,"['gnome', 'knee', 'mnemonic', 'psyche']"
2809,2025-05-14,titular talking animals of film,"['babe', 'bolt', 'dumbo', 'ted']"
2810,2025-05-14,greek prefixes,"['hyper', 'kilo', 'meta', 'neo']"
2811,2025-05-14,absorb using capillary action,"['draw', 'pull', 'suck', 'wick']"
2812,2025-05-15,real ___,"['deal', 'estate', 'madrid', 'world']"
2813,2025-05-15,last words of famous opera titles,"['bess', 'butterfly', 'flute', 'seville']"
2814,2025-05-15,types of snow,"['crust', 'ice', 'powder', 'slush']"
2815,2025-05-15,rationale,"['basis', 'foundation', 'grounds', 'reason']"
2816,2025-05-16,ending with building materials,"['hollywood', 'hourglass', 'kubrick', 'neuroplastic']"
2817,2025-05-16,associated with bulls,"['michael jordan', 'rodeo', 'taurus', 'wall street']"
2818,2025-05-16,discontinue,"['dissolve', 'end', 'scrap', 'sunset']"
2819,2025-05-16,kinds of plants,"['herb', 'shrub', 'tree', 'vine']"
2820,2025-05-17,“e” things,"['commerce', 'mail', 'scooter', 'signature']"
2821,2025-05-17,kinds of penguins,"['chinstrap', 'emperor', 'king', 'macaroni']"
2822,2025-05-17,graduated instruments,"['beaker', 'protractor', 'ruler', 'syringe']"
2823,2025-05-17,member of a kingdom in taxonomy,"['animal', 'bacteria', 'fungus', 'plant']"
2824,2025-05-18,what “a” might mean,"['area', 'athletic', 'excellent', 'one']"
2825,2025-05-18,up for anything,"['easy', 'flexible', 'game', 'open']"
2826,2025-05-18,encouraging responses in a guessing game,"['almost', 'close', 'not quite', 'warm']"
2827,2025-05-18,tasks for a student,"['assignment', 'drill', 'exercise', 'lesson']"
2828,2025-05-19,homophones of parts of the foot,"['bawl', 'heal', 'soul', 'tow']"
2829,2025-05-19,features of a toothed whale,"['blubber', 'flipper', 'fluke', 'melon']"
2830,2025-05-19,spaces on a monopoly board,"['avenue', 'chance', 'railroad', 'utility']"
2831,2025-05-19,fundraising event,"['ball', 'benefit', 'gala', 'function']"
2832,2025-05-20,words before “bed”,"['canopy', 'day', 'murphy', 'water']"
2833,2025-05-20,detectives of kid-lit,"['brown', 'drew', 'hardy', 'holmes']"
2834,2025-05-20,seen in a barn,"['bale', 'horse', 'pitchfork', 'trough']"
2835,2025-05-20,account book,"['ledger', 'log', 'record', 'register']"
2836,2025-05-21,things that open like a clam,"['clam', 'compact', 'laptop', 'waffle iron']"
2837,2025-05-21,medicine formats,"['cream', 'patch', 'spray', 'tablet']"
2838,2025-05-21,folders on a mac,"['desktop', 'music', 'pictures', 'trash']"
2839,2025-05-21,"prohibit, as entry","['bar', 'block', 'deny', 'refuse']"
2840,2025-05-22,famous riddle-givers,"['bridge troll', 'mad hatter', 'riddler', 'sphinx']"
2841,2025-05-22,features of the national mall in d.c.,"['capitol', 'mall', 'obelisk', 'pool']"
2842,2025-05-22,characters with green skin,"['elphaba', 'grinch', 'hulk', 'shrek']"
2843,2025-05-22,fine print,"['asterisk', 'catch', 'condition', 'strings']"
2844,2025-05-23,what “cat’s eye” can be used to describe,"['eyeliner', 'glasses', 'marble', 'nebula']"
2845,2025-05-23,british imperial units of weight,"['dram', 'ounce', 'pound', 'stone']"
2846,2025-05-23,one’s constitution,"['character', 'fiber', 'makeup', 'nature']"
2847,2025-05-23,quite the party,"['bash', 'blast', 'blowout', 'rave']"
2848,2025-05-24,black women authors,"['butler', 'gay', 'hooks', 'walker']"
2849,2025-05-24,new york sports team members,"['jet', 'met', 'net', 'ranger']"
2850,2025-05-24,"kinds of pants minus ""s""","['capri', 'jean', 'jogger', 'slack']"
2851,2025-05-24,baby gear,"['bib', 'bottle', 'monitor', 'stroller']"
2852,2025-05-25,___ mail,"['chain', 'electronic', 'junk', 'snail']"
2853,2025-05-25,ear piercing sites,"['conch', 'helix', 'lobe', 'rook']"
2854,2025-05-25,doppelgänger,"['clone', 'double', 'ringer', 'twin']"
2855,2025-05-25,playing cards,"['ace', 'jack', 'king', 'queen']"
2856,2025-05-26,card games with first letter changed,"['din', 'fridge', 'gummy', 'joker']"
2857,2025-05-26,lingerie,"['garter', 'hose', 'slip', 'teddy']"
2858,2025-05-26,diametric,"['counter', 'opposite', 'polar', 'reverse']"
2859,2025-05-26,items in a linen closet,"['pillowcase', 'sheet', 'towel', 'washcloth']"
2860,2025-05-27,what characters were transformed into in “beauty and the beast”,"['beast', 'candelabra', 'clock', 'teacup']"
2861,2025-05-27,guitar playing techniques,"['bend', 'pick', 'slide', 'strum']"
2862,2025-05-27,airport features,"['carousel', 'food court', 'gate', 'lounge']"
2863,2025-05-27,round flat things,"['coaster', 'frisbee', 'pancake', 'record']"
2864,2025-05-28,music genres plus a letter,"['bluest', 'pope', 'rocky', 'skat']"
2865,2025-05-28,best picture winners since 2000,"['chicago', 'crash', 'gladiator', 'moonlight']"
2866,2025-05-28,parts of a bike,"['chain', 'pedal', 'saddle', 'wheel']"
2867,2025-05-28,connect,"['bridge', 'join', 'link', 'unite']"
2868,2025-05-29,what “buff” might mean,"['enthusiast', 'muscular', 'nude', 'polish']"
2869,2025-05-29,verbs for finishing donuts,"['frost', 'glaze', 'powder', 'sprinkle']"
2870,2025-05-29,suitable,"['apt', 'fit', 'proper', 'right']"
2871,2025-05-29,salute,"['applaud', 'hail', 'honor', 'praise']"
2872,2025-05-30,words before “shack”,"['caddy', 'love', 'radio', 'shake']"
2873,2025-05-30,common swag items,"['hat', 'tee', 'tote', 'water bottle']"
2874,2025-05-30,they're on a roll!,"['foil', 'tape', 'ribbon', 'toilet paper']"
2875,2025-05-30,rods,"['bat', 'club', 'staff', 'stick']"
2876,2025-05-31,things you can blow,"['bubble', 'fuse', 'kiss', 'raspberry']"
2877,2025-05-31,verbs in breadmaking,"['ferment', 'proof', 'rest', 'rise']"
2878,2025-05-31,ways to recognize achievement,"['certificate', 'medal', 'plaque', 'trophy']"
2879,2025-05-31,alcove,"['cavity', 'hollow', 'nook', 'recess']"
2880,2025-06-01,___ fund,"['hedge', 'mutual', 'slush', 'trust']"
2881,2025-06-01,"ensure, as a victory","['cinch', 'guarantee', 'ice', 'lock']"
2882,2025-06-01,compete in a modern pentathlon,"['fence', 'ride', 'shoot', 'swim']"
2883,2025-06-01,local watering hole,"['dive', 'establishment', 'haunt', 'joint']"
2884,2025-06-02,names ending in “k” plus word,"['frankincense', 'jackpot', 'markdown', 'nickname']"
2885,2025-06-02,words whose only vowel is “y”,"['myrrh', 'nymph', 'rhythm', 'sphynx']"
2886,2025-06-02,hold dear,"['esteem', 'prize', 'treasure', 'value']"
2887,2025-06-02,expedition,"['journey', 'odyssey', 'quest', 'voyage']"
2888,2025-06-03,things you can practice,"['law', 'medicine', 'self-care', 'witchcraft']"
2889,2025-06-03,kinds of bracelets,"['charm', 'friendship', 'id', 'tennis']"
2890,2025-06-03,copacetic,"['fine', 'hunky-dory', 'ok', 'swell']"
2891,2025-06-03,be ostentatious,"['grandstand', 'posture', 'showboat', 'swagger']"
2892,2025-06-04,imagery in magritte paintings,"['apple', 'bowler', 'cloud', 'pipe']"
2893,2025-06-04,things in an entryway,"['bench', 'coat rack', 'console', 'runner']"
2894,2025-06-04,support audibly,"['cheer', 'clap', 'root', 'whistle']"
2895,2025-06-04,parts of a song,"['bridge', 'chorus', 'hook', 'refrain']"
2896,2025-06-05,best female rock performance grammy winners,"['apple', 'crow', 'summer', 'turner']"
2897,2025-06-05,ways to modify a car's exterior,"['bumper', 'grille', 'rim', 'spoiler']"
2898,2025-06-05,plumbing equipment,"['pipe', 'plunger', 'snake', 'wrench']"
2899,2025-06-05,precipice,"['brink', 'cusp', 'eve', 'verge']"
2900,2025-06-06,ending with kinds of dogs,"['newshound', 'shadowboxer', 'snickerdoodle', 'trendsetter']"
2901,2025-06-06,what “con” might mean,"['convention', 'criminal', 'drawback', 'swindle']"
2902,2025-06-06,everyday,"['common', 'regular', 'routine', 'standard']"
2903,2025-06-06,newspaper jobs,"['columnist', 'editor', 'photographer', 'reporter']"
2904,2025-06-07,spring ___,"['chicken', 'equinox', 'fling', 'onion']"
2905,2025-06-07,ditty,"['air', 'number', 'song', 'strain']"
2906,2025-06-07,establish,"['found', 'institute', 'launch', 'start']"
2907,2025-06-07,tips for working out safely,"['breathe', 'hydrate', 'rest', 'stretch']"
2908,2025-06-08,homophones of slang for money,"['bred', 'cache', 'doe', 'lute']"
2909,2025-06-08,sidebar info on a person’s wikipedia page,"['born', 'education', 'occupation', 'spouse']"
2910,2025-06-08,animal metaphors in economics,"['bear', 'bull', 'dove', 'hawk']"
2911,2025-06-08,persist,"['hold', 'last', 'stand', 'stay']"
2912,2025-06-09,spelling bee ranks minus a letter,"['genus', 'goo', 'mazing', 'slid']"
2913,2025-06-09,crime organization,"['crew', 'family', 'ring', 'syndicate']"
2914,2025-06-09,secure in advance,"['book', 'order', 'request', 'reserve']"
2915,2025-06-09,keyboard shortcut commands,"['paste', 'print', 'quit', 'save']"
2916,2025-06-10,___ duty,"['civic', 'customs', 'heavy', 'jury']"
2917,2025-06-10,'80s slang,"['chill', 'psych', 'radical', 'word']"
2918,2025-06-10,things you can insert in a document,"['chart', 'image', 'table', 'text box']"
2919,2025-06-10,arbitrate,"['chair', 'judge', 'mediate', 'moderate']"
2920,2025-06-11,ways to denote a citation,"['asterisk', 'dagger', 'number', 'parens']"
2921,2025-06-11,cereal mascots,"['count', 'elves', 'leprechaun', 'rooster']"
2922,2025-06-11,arc-shaped things,"['banana', 'eyebrow', 'flight path', 'rainbow']"
2923,2025-06-11,boast,"['bluster', 'crow', 'show off', 'strut']"
2924,2025-06-12,starting with titles,"['doctoring', 'lording', 'missing', 'siring']"
2925,2025-06-12,engaging in an activity with pins or needles,"['acupuncturing', 'bowling', 'sewing', 'wrestling']"
2926,2025-06-12,gossiping,"['buzzing', 'dishing', 'spilling', 'whispering']"
2927,2025-06-12,getting cozy,"['cuddling', 'hugging', 'snuggling', 'spooning']"
2928,2025-06-13,hot ___,"['dog', 'potato', 'rod', 'water bottle']"
2929,2025-06-13,hit songs of 1998,"['closing time', 'iris', 'one week', 'too close']"
2930,2025-06-13,seen at an ice cream shop,"['cone', 'cup', 'little spoon', 'scoop']"
2931,2025-06-13,perspective,"['angle', 'bent', 'lens', 'point of view']"
2932,2025-06-14,___ terrier,"['border', 'boston', 'bull', 'rat']"
2933,2025-06-14,dogs of the screen,"['astro', 'blue', 'hooch', 'toto']"
2934,2025-06-14,elements of a classic “mom” tattoo,"['arrow', 'heart', 'mom', 'ribbon']"
2935,2025-06-14,goddess,"['diva', 'icon', 'legend', 'queen']"
2936,2025-06-15,what “pop” might mean,"['burst', 'father', 'popular', 'soda']"
2937,2025-06-15,considerations for movie ratings,"['action', 'language', 'nudity', 'smoking']"
2938,2025-06-15,"""aw, heck!""","['blast', 'crud', 'curses', 'fudge']"
2939,2025-06-15,slang for coffee,"['brew', 'java', 'mud', 'rocket fuel']"
2940,2025-06-16,starting with methods of transportation,"['busboy', 'carbon', 'shipshape', 'trainee']"
2941,2025-06-16,what a drink is served with,"['coaster', 'garnish', 'glass', 'straw']"
2942,2025-06-16,drapery hanging items,"['bracket', 'curtain', 'hook', 'rod']"
2943,2025-06-16,expressionless,"['blank', 'flat', 'inanimate', 'wooden']"
2944,2025-06-17,figures in classic disney animated films,"['elephant', 'fawn', 'marionette', 'mouse']"
2945,2025-06-17,bad things for a website to do,"['freeze', 'glitch', 'timeout', 'quit']"
2946,2025-06-17,mettle,"['fight', 'grit', 'resolve', 'spirit']"
2947,2025-06-17,things to book for a vacation,"['car', 'flight', 'hotel', 'tour']"
2948,2025-06-18,body part plus a starting letter,"['barm', 'lear', 'rankle', 'ship']"
2949,2025-06-18,contents of a pod,"['astronaut', 'coffee', 'pea', 'whale']"
2950,2025-06-18,squarely,"['dead', 'exactly', 'right', 'smack']"
2951,2025-06-18,qualities of a rainy day,"['cold', 'gray', 'wet', 'windy']"
2952,2025-06-19,fencing gear,"['foils', 'gloves', 'jackets', 'masks']"
2953,2025-06-19,classic toys,"['ball', 'blocks', 'jacks', 'train']"
2954,2025-06-19,map app options,"['destination', 'route', 'starting point', 'stops']"
2955,2025-06-19,components of one’s grade,"['attendance', 'final', 'homework', 'papers']"
2956,2025-06-20,wax ___,"['museum', 'paper', 'poetic', 'seal']"
2957,2025-06-20,"pro wrestling icons, with “the”","['hitman', 'rock', 'snake', 'undertaker']"
2958,2025-06-20,capture on video,"['film', 'record', 'shoot', 'tape']"
2959,2025-06-20,items in a sewing kit,"['button', 'needle', 'scissors', 'thread']"
2960,2025-06-21,starts of european countries,"['germ', 'luxe', 'malt', 'port']"
2961,2025-06-21,apple products,"['brandy', 'butter', 'cider', 'sauce']"
2962,2025-06-21,company,"['concern', 'firm', 'house', 'outfit']"
2963,2025-06-21,stocky,"['solid', 'squat', 'stout', 'thick']"
2964,2025-06-22,what “left” might mean,"['departed', 'port', 'progressive', 'remaining']"
2965,2025-06-22,hbo shows,"['entourage', 'euphoria', 'insecure', 'succession']"
2966,2025-06-22,nouns from a famous line in the declaration of independence,"['happiness', 'liberty', 'life', 'pursuit']"
2967,2025-06-22,news announcement,"['bulletin', 'flash', 'report', 'wire']"
2968,2025-06-23,___ glass glassware,"['cocktail', 'collins', 'old fashioned', 'shot']"
2969,2025-06-23,words in hemingway titles,"['bell', 'farewell', 'old man', 'sun']"
2970,2025-06-23,fiction categories,"['historical', 'literary', 'speculative', 'young adult']"
2971,2025-06-23,kinds of jeans,"['boyfriend', 'flare', 'mom', 'skinny']"
2972,2025-06-24,"objects in 0-, 1-, 2- and 3-dimensional space","['line', 'plane', 'point', 'solid']"
2973,2025-06-24,seen in opening credits,"['cast', 'director', 'studio', 'title']"
2974,2025-06-24,botanical coverings,"['hull', 'husk', 'pod', 'shell']"
2975,2025-06-24,strict,"['firm', 'rigid', 'stern', 'tough']"
2976,2025-06-25,birds minus last letter,"['cran', 'flaming', 'hero', 'rave']"
2977,2025-06-25,woodworking hand tools,"['chisel', 'plane', 'rasp', 'saw']"
2978,2025-06-25,beverage self-service items,"['cup', 'lid', 'napkin', 'straw']"
2979,2025-06-25,kinds of cheeses,"['blue', 'goat', 'jack', 'swiss']"
2980,2025-06-26,ending with playing cards,"['bojack', 'hawking', 'lovelace', 'mcqueen']"
2981,2025-06-26,legal dramas,"['damages', 'goliath', 'matlock', 'suits']"
2982,2025-06-26,kinds of machines,"['enigma', 'pinball', 'sewing', 'vending']"
2983,2025-06-26,components of a salad,"['cheese', 'dressing', 'lettuce', 'protein']"
2984,2025-06-27,___ brothers,"['blood', 'blues', 'chemical', 'marx']"
2985,2025-06-27,“sesame street” figures,"['bird', 'count', 'grouch', 'monster']"
2986,2025-06-27,parts of an angel costume,"['halo', 'harp', 'robe', 'wings']"
2987,2025-06-27,in fashion,"['chic', 'current', 'fresh', 'happening']"
2988,2025-06-28,industrial revolution inventors,"['bell', 'diesel', 'singer', 'watt']"
2989,2025-06-28,possible results of a traffic violation,"['boot', 'points', 'ticket', 'tow']"
2990,2025-06-28,great many,"['drove', 'host', 'load', 'score']"
2991,2025-06-28,things a dog can fetch,"['ball', 'bone', 'frisbee', 'stick']"
2992,2025-06-29,seen in the aftermath of a rainstorm,"['earthworm', 'mud', 'mushroom', 'puddle']"
2993,2025-06-29,dance moves,"['cabbage patch', 'floss', 'moonwalk', 'robot']"
2994,2025-06-29,flinch,"['bolt', 'jerk', 'jump', 'startle']"
2995,2025-06-29,ice cream treats,"['float', 'shake', 'split', 'sundae']"
2996,2025-06-30,what “jet” might refer to,"['airplane', 'black', 'hot tub nozzle', 'nfl player']"
2997,2025-06-30,second words in david lynch titles,"['drive', 'highway', 'peaks', 'velvet']"
2998,2025-06-30,metaphors for a dramatic and chaotic event,"['circus', 'roller coaster', 'soap opera', 'whirlwind']"
2999,2025-06-30,dental additions,"['bridge', 'crown', 'filling', 'veneer']"
3000,2025-07-01,___stone,"['birth', 'key', 'mile', 'touch']"
3001,2025-07-01,dapper,"['neat', 'sharp', 'smart', 'tidy']"
3002,2025-07-01,do some grooming,"['brush', 'dress', 'shave', 'shower']"
3003,2025-07-01,steal,"['nick', 'palm', 'pinch', 'pocket']"
3004,2025-07-02,starting with high school/college abbreviations,"['freshwater', 'juniper', 'seneca', 'sophocles']"
3005,2025-07-02,words after “t-”,"['mobile', 'pain', 'rex', 'shirt']"
3006,2025-07-02,associated with freud,"['dreams', 'id', 'oedipus', 'slip']"
3007,2025-07-02,knockoff,"['bootleg', 'copy', 'fake', 'replica']"
3008,2025-07-03,farmers’ things,"['almanac', 'insurance', 'market', 'tan']"
3009,2025-07-03,pro athlete data,"['college', 'number', 'position', 'team']"
3010,2025-07-03,airport board info,"['arrival', 'destination', 'flight', 'gate']"
3011,2025-07-03,correspondence,"['contact', 'dealings', 'exchange', 'interaction']"
3012,2025-07-04,what “ok” might refer to,"['british magazine', 'greenlight', 'mediocre', 'oklahoma']"
3013,2025-07-04,what “la” might refer to,"['lanthanum', 'los angeles', 'louisiana', 'musical note']"
3014,2025-07-04,what “in” might refer to,"['inch', 'indiana', 'inside', 'trendy']"
3015,2025-07-04,what “id” might refer to,"['freudian concept', 'idaho', 'driver license', 'recognize']"
3016,2025-07-05,kinds of lists,"['bucket', 'laundry', 'short', 'to-do']"
3017,2025-07-05,yearn,"['burn', 'itch', 'long', 'pine']"
3018,2025-07-05,"combine, as baking ingredients","['beat', 'blend', 'fold', 'stir']"
3019,2025-07-05,con game,"['hustle', 'racket', 'scheme', 'sting']"
3020,2025-07-06,ending with homophones of parts of the leg,"['crypto', 'decaf', 'disney', 'prussian']"
3021,2025-07-06,drs,"['dre', 'evil', 'pepper', 'seuss']"
3022,2025-07-06,particle,"['crumb', 'grain', 'morsel', 'shred']"
3023,2025-07-06,fired objects,"['ceramics', 'china', 'pottery', 'ware']"
3024,2025-07-07,top ___,"['banana', 'dog', 'hat', 'secret']"
3025,2025-07-07,basketball moves,"['block', 'dribble', 'pass', 'shoot']"
3026,2025-07-07,big impression,"['footprint', 'impact', 'mark', 'splash']"
3027,2025-07-07,informant,"['canary', 'leak', 'rat', 'source']"
3028,2025-07-08,johns,"['candy', 'carpenter', 'legend', 'major']"
3029,2025-07-08,something entered for access,"['code', 'key', 'password', 'pin']"
3030,2025-07-08,seen in a locker room,"['bench', 'locker', 'mirror', 'scale']"
3031,2025-07-08,liaison,"['affair', 'fling', 'relations', 'thing']"
3032,2025-07-09,"ending in synonyms for ""clip""","['compare', 'connecticut', 'parsnip', 'wallop']"
3033,2025-07-09,things you do at someone's front door,"['buzz', 'knock', 'ring', 'shout']"
3034,2025-07-09,kinds of socks,"['ankle', 'compression', 'crew', 'dress']"
3035,2025-07-09,lowest part,"['base', 'bottom', 'foot', 'foundation']"
3036,2025-07-10,"fail to take advantage of, as an opportunity","['blow', 'lose', 'miss', 'waste']"
3037,2025-07-10,used in ventilation,"['duct', 'exhaust', 'hose', 'pipe']"
3038,2025-07-10,military clothing descriptors,"['camo', 'drab', 'fatigue', 'khaki']"
3039,2025-07-10,parts of a wheel,"['hub', 'rim', 'spoke', 'tire']"
3040,2025-07-11,homophones of synonyms for “despicable”,"['fowl', 'mien', 'offal', 'vial']"
3041,2025-07-11,kinds of songs,"['folk', 'love', 'siren', 'swan']"
3042,2025-07-11,silly person,"['dodo', 'goof', 'goose', 'yahoo']"
3043,2025-07-11,trademarks that have become verbs,"['google', 'photoshop', 'uber', 'zoom']"
3044,2025-07-12,in the nato alphabet,"['echo', 'kilo', 'uniform', 'victor']"
3045,2025-07-12,era,"['age', 'day', 'period', 'time']"
3046,2025-07-12,detailed,"['elaborate', 'minute', 'particular', 'thorough']"
3047,2025-07-12,endorse,"['back', 'champion', 'second', 'support']"
3048,2025-07-13,wine nicknames,"['bubbly', 'cab', 'chard', 'zin']"
3049,2025-07-13,slang for printed matter,"['glossy', 'mag', 'rag', 'zine']"
3050,2025-07-13,credit card info,"['expiration', 'name', 'number', 'zip']"
3051,2025-07-13,insult,"['burn', 'knock', 'slight', 'zing']"
3052,2025-07-14,disney animated characters plus a letter,"['abut', 'belled', 'flounders', 'scary']"
3053,2025-07-14,words before “roger/s”,"['ginger', 'jolly', 'mister', 'roy']"
3054,2025-07-14,adjectives for a sports car,"['compact', 'fast', 'sleek', 'sporty']"
3055,2025-07-14,shades of blue,"['baby', 'ice', 'powder', 'sky']"
3056,2025-07-15,horse___,"['feathers', 'play', 'power', 'shoe']"
3057,2025-07-15,horror movies from 2022,"['nope', 'pearl', 'scream', 'smile']"
3058,2025-07-15,force to leave,"['boot', 'bounce', 'eject', 'remove']"
3059,2025-07-15,gymnastics apparatus,"['bars', 'beam', 'rings', 'vault']"
3060,2025-07-16,starts of greek letters,"['bet', 'delt', 'lamb', 'the']"
3061,2025-07-16,close in on,"['corner', 'surround', 'trap', 'tree']"
3062,2025-07-16,"exaggerated, as a performance","['camp', 'dramatic', 'hammy', 'overdone']"
3063,2025-07-16,parts of a college campus,"['cafeteria', 'dorm', 'library', 'quad']"
3064,2025-07-17,ending with fish,"['camisole', 'cape cod', 'drum and bass', 'wu-tang']"
3065,2025-07-17,super ___,"['glue', 'mario world', 'pac', 'power']"
3066,2025-07-17,words after “no” to mean “it’s all good”,"['biggie', 'hard feelings', 'sweat', 'worries']"
3067,2025-07-17,meddle,"['nose around', 'poke', 'pry', 'snoop']"
3068,2025-07-18,electric ___,"['blanket', 'eel', 'guitar', 'slide']"
3069,2025-07-18,yoga backbends,"['bridge', 'cobra', 'cow', 'wheel']"
3070,2025-07-18,pick up on,"['catch', 'note', 'see', 'spot']"
3071,2025-07-18,sequence,"['run', 'series', 'streak', 'string']"
3072,2025-07-19,starts of teenage mutant ninja turtles,"['don', 'leo', 'mic', 'rap']"
3073,2025-07-19,sharp fasteners,"['brad', 'nail', 'pin', 'tack']"
3074,2025-07-19,things you can do with a football,"['pass', 'punt', 'snap', 'spike']"
3075,2025-07-19,sources of drinking water,"['rain', 'spring', 'tap', 'well']"
3076,2025-07-20,___word,"['buzz', 'cross', 'loan', 'pass']"
3077,2025-07-20,martini specifications,"['dry', 'gin', 'shaken', 'twist']"
3078,2025-07-20,inhalation,"['drag', 'draw', 'puff', 'pull']"
3079,2025-07-20,move to the music,"['bop', 'bounce', 'groove', 'sway']"
3080,2025-07-21,what ' can indicate,"['contraction', 'foot', 'possessive', 'quote']"
3081,2025-07-21,concepts from “seinfeld”,"['festivus', 'regifting', 'shrinkage', 'yada yada']"
3082,2025-07-21,phase transitions for liquids,"['condensation', 'freezing', 'melting', 'vaporization']"
3083,2025-07-21,additional perk,"['bonus', 'extra', 'gravy', 'icing']"
3084,2025-07-22,___ pie,"['chess', 'cutie', 'humble', 'whoopie']"
3085,2025-07-22,patterns,"['camo', 'checkers', 'honeycomb', 'stripes']"
3086,2025-07-22,mitigate,"['cushion', 'dampen', 'soften', 'temper']"
3087,2025-07-22,sassiness,"['attitude', 'cheek', 'lip', 'mouth']"
3088,2025-07-23,animals ending with animals,"['geoduck', 'seahorse', 'titmouse', 'wombat']"
3089,2025-07-23,related to buying a home,"['appraisal', 'escrow', 'insurance', 'mortgage']"
3090,2025-07-23,kinds of steaks,"['chateaubriand', 'flatiron', 'porterhouse', 'tomahawk']"
3091,2025-07-23,dread-inducing figures,"['bogeyman', 'bugbear', 'hobgoblin', 'phantom']"
3092,2025-07-24,homophones of synonyms for “nab”,"['knick', 'lute', 'rabe', 'steel']"
3093,2025-07-24,parts of a basketball hoop,"['backboard', 'net', 'pole', 'rim']"
3094,2025-07-24,leave quickly,"['bounce', 'dip', 'jet', 'split']"
3095,2025-07-24,colossal,"['giant', 'great', 'mammoth', 'titanic']"
3096,2025-07-25,queen ___,"['bed', 'bee', 'mary', 'mother']"
3097,2025-07-25,baseball calls,"['ball', 'fair', 'foul', 'out']"
3098,2025-07-25,state abbreviations,"['in', 'ma', 'oh', 'ok']"
3099,2025-07-25,hush-hush,"['mum', 'private', 'quiet', 'secret']"
3100,2025-07-26,starts of european capitals,"['cope', 'luxe', 'sara', 'wars']"
3101,2025-07-26,travel on foot,"['march', 'hike', 'tramp', 'trek']"
3102,2025-07-26,shades of green,"['bottle', 'hunter', 'kelly', 'pea']"
3103,2025-07-26,herbs and spices,"['anise', 'dill', 'mace', 'sage']"
3104,2025-07-27,associated with tricks,"['con game', 'halloween', 'hearts', 'magic show']"
3105,2025-07-27,"words before ""school""","['elementary', 'grade', 'grammar', 'primary']"
3106,2025-07-27,outdoor events,"['block party', 'festival', 'picnic', 'tailgate']"
3107,2025-07-27,"""nothing to it!""","['child’s play', 'easy', 'no sweat', 'piece of cake']"
3108,2025-07-28,___ movie,"['buddy', 'cult', 'date', 'silent']"
3109,2025-07-28,item in a collection,"['coin', 'comic', 'record', 'stamp']"
3110,2025-07-28,indication,"['evidence', 'hint', 'sign', 'trace']"
3111,2025-07-28,foremost,"['first', 'initial', 'original', 'primary']"
3112,2025-07-29,things you can pump,"['brakes', 'fist', 'gas', 'iron']"
